instancia, numero_vertices, numero_aresta, classe, algoritimo, parametro, interacao, tempo_execucao(ms), melhor_solucao,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,153, 54559.041000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,154, 54943.093000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,155, 55461.837000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,156, 55928.353000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,157, 56345.648000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,158, 56732.686000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,159, 57182.505000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,160, 57645.848000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,161, 58015.949000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,162, 58416.121000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,163, 58864.333000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,164, 59196.707000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,165, 59576.775000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,166, 60069.449000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,167, 60402.668000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,168, 60800.726000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,169, 61188.074000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,170, 61615.414000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,171, 61938.939000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,172, 62290.965000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,173, 62582.660000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,174, 62913.283000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,175, 63224.746000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,176, 63494.202000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,177, 63799.819000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,178, 64156.519000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,179, 64461.276000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,180, 64721.995000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,181, 65055.293000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,182, 65327.163000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,183, 65663.526000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,184, 66005.346000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,185, 66345.568000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,186, 66630.422000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,187, 66951.684000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,188, 67342.310000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,189, 67708.828000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,190, 67999.077000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,191, 68238.831000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,192, 68489.181000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,193, 68820.491000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,194, 69153.052000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,195, 69533.083000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,196, 69873.398000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,197, 70250.222000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,198, 70748.677000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,199, 71248.362000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,200, 71662.098000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,201, 72043.901000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,202, 72564.634000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,203, 73071.407000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,204, 73595.785000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,205, 73999.275000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,206, 74324.510000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,207, 74644.679000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,208, 74959.477000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,209, 75302.778000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,210, 75681.859000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,211, 76088.119000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,212, 76443.447000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,213, 76763.418000,2390,,,,,,
